Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
127730,JSB-NZE 2021 project ,,1782418,"Facilitating 49,200 MWh with cumulative 38,434 tCO2 emissions reduction annually.",Other,tCO2 avoided,0,38434,"Facilitating 49,200 MWh cumulative emissions reduction annually",,,Non-VF,,Accelerating just energy transition,,,,127730.0-6,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
1000354,JSB-NZE 2022 project,,695057,"Support 125 steel units for energy transitions, benefiting approximately 12,500 indirect beneficiaries and reducing GHG emissions by 92,500 tCo2 equivalent per year.",Other,Number of Steel units supported for energy transitions,0,125,approx. 12500 indirect beneficieries (100 workers per mini plant),"The project support by Govt of Japan is being implemented across several States in India. The estimated GHG emissions abated from the interventions is 92,500 tCo2 equivalent per yr (only from interventions in Steel sector. The GHG emissions abated from other interventions will be calculated based on the sizes of actual units deployed)",,Non-VF,,Accelerating just energy transition,,,,1000354.0-1,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Medium Enterprises
1000354,JSB-NZE 2022 project,,695057,"Deploy 400 decentralized renewable energy (DRE) systems/units to benefit 4,000 small enterprises in India, accelerating the just energy transition.",Other,DRE for Livelihoods ,0,400,To be calculated based on the deployment of systems/units,,,Non-VF,,Accelerating just energy transition,,,,1000354.0-2,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Small Enterprises
1000354,JSB-NZE 2022 project,,695057,"Provide 100 electric vehicles for waste collection, benefiting approximately 200,000 indirect beneficiaries in India.",Transportation and E-mobility Services,EV for Waste Collection ,0,100,"approx. 200,000 indirect beneficieries ",,,Non-VF,,Accelerating just energy transition,,,,1000354.0-3,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,1,100,Energy Access,Transportation and E-mobility Services
1000354,JSB-NZE 2022 project,,695057,Inform 2500 people on principles of Just Transition.,Other,Policy Framework - Just Transition,0,2500,No of people informed on principles of JT  ,,,Non-VF,,Accelerating just energy transition,,,,1000354.0-4,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,Other,Capacity Building Training
1000354,JSB-NZE 2022 project,,695057,"Reduce GHG emissions by 92,500 units through the JSB-NZE 2022 project in India.",Other,,,92500,,,,Non-VF,,,,,,1000354.0-5,IND,,India,356,Asia,Southern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
134123,Accès aux énergies propres dans les zones rurales du Liptako Gourma,https://open.undp.org/projects/00134123,8498746,"Reach 330,000 people in Mali, Burkina Faso, and Niger with clean cooking energy access through the project ""Accès aux énergies propres dans les zones rurales du Liptako Gourma"".",Clean Cooking,Number of beneficiaries,,330000,"The target is to reach 330000 people in Mali, Burkina Faso and Niger.  ",ASDI,,Non-VF,,Close the gap on energy access,,,,134123.0-1,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,330000,Energy Access,Clean Cooking
134123,Accès aux énergies propres dans les zones rurales du Liptako Gourma,https://open.undp.org/projects/00134123,8498746,"Establish and operate an inclusive national coordination platform for off-grid clean energy in rural areas of Liptako Gourma, Mali.",Transition Missing,1 an inclusive national coordination platform for off-grid clean energy is established and operational,Lack of a clear policy and regulatory framework to promote private sector participation in off-grid and on-grid energy supply.  ,1,"This pilot project is being implemented by UNDP and UNOPS in partnership with ECREE. The platforms have been created, and the DREI analyses and clean cooking studies have been submitted. The feasibility studies for the plants have been finalised. Construction of the plants remains to be done this year.",,,Non-VF,,Close the gap on energy access,Electricity Access,,,134123.0-2,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Energy Transition,Policy or Regulatory Framework
134123,Accès aux énergies propres dans les zones rurales du Liptako Gourma,https://open.undp.org/projects/00134123,8498746,"Put in place and operational measures and financial instruments to increase private investment in clean energy technologies, aiming to reduce CO2 emissions, improve women's living and working conditions, reduce conflict potential, and create job and economic opportunities in rural areas.",Other,Number of measures and financial instruments put in place and operational to increase private investment (DREI),,1,"Expected impacts 1. Reduction of CO2 emissions: this impact i s expected through the application of clean energy technologies (solar PV) replacing the use of fuel/diesel generators.
2. Improvement of women's l living and working conditions: women who benefit from access toelectricity are expected to be impacted i n the form of i improved safety (through street l lighting), telecommunications and i information (charging mobile phones and using television/radio at home), reduced physical burden (e.g., through solar electric pumps for better access to drinking water) and new and better economic opportunities.
3. Reducing the potential for conflict: this i impact is expected by providing employmentopportunities for rural populations and young people (including potential future
and/or ex-combatants).
4 Job creation and development of economic opportunities for communities i n the targetedareas: the creation of favourable conditions for the development of employment opportunities
for young people will be an alternative to rural exodus and irregular migration.",,,Non-VF,,Close the gap on energy access,,,,134123.0-3,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,nan
134123,Accès aux énergies propres dans les zones rurales du Liptako Gourma,https://open.undp.org/projects/00134123,8498746,"Provide off-grid rural electrification solutions to target communities through the implementation of 6 mini photovoltaic power grids, benefiting 30,000 direct beneficiaries in rural areas.",Clean Electricity,Off-grid rural electrification solutions provided to target communities (6 mini photovoltaic power grids),"The population of Mali is estimated at about 21 million. 62.5% of the population lives in rural areas.The electrification rate in Mali is 43% overall, but only 12% in rural areas",30000,The number of minigrids direct beneficiaries will derive from feasibility study. The feasibility study is not yet finalized. 6 mini power grids,,0.4,Non-VF,,Close the gap on energy access,,,,134123.0-4,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,30000,Energy Access,Electricity Access
125461,Femmes illuminant les chemins vers la paix,https://open.undp.org/projects/00125461,1500000,Carry out situational analyses and produce extension tools to strengthen women's leadership on environmental issues and reduce inter-community tensions in Mali.,Transition Missing,Number of situational analyses carried out/number of extension tools produced ,,1,Result 1: Women and girls participate effectively in the management of natural resources and women's leadership is strengthened on environmental issues and reduces inter-community tensions.,UN Peacebuilding Fund (PBF),1,Non-VF,,Close the gap on energy access,Overall,,,125461.0-1,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Energy Transition,Policy or Regulatory Framework
125461,Femmes illuminant les chemins vers la paix,https://open.undp.org/projects/00125461,1500000,"Increase the number of women's and girls' groups and associations involved in renewable energy productivity and profitability, as well as mobilization for peace.",Other,Number of women,,1000,Result 2: The project's women's and girls' groups and associations become key players in recovery through increased productivity and profitability of renewable energies and mobilisation for peace. ,UN Peacebuilding Fund (PBF),1,Non-VF,,Close the gap on energy access,,,,125461.0-2,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,Capacity Building Training
125461,Femmes illuminant les chemins vers la paix,https://open.undp.org/projects/00125461,1500000,"Provide access to 1000 beneficiary women to improved stoves, resulting in strengthened natural ecosystem, increased income, reduced wood energy consumption, and reduced air pollution.",Clean Cooking,Number of beneficiary women,,1000,"Related environmental impacts
Strengthening of the natural ecosystem (maintenance of the water table through infiltration, improvement in plant cover, improvement in human and animal consumption);
Increased penetration of improved stoves thanks to purchases by women who have increased their income and reduced consumption of wood energy for cooking.
Reduction in the discharge of market garden waste into the environment and reduction in air pollution by methanisation of this waste.",UN Peacebuilding Fund (PBF),1,Non-VF,,Close the gap on energy access,,,,125461.0-3,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,1000,Energy Access,Clean Cooking
121587,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",https://open.undp.org/projects/00127675,6000000,"Provide access to sustainable energy in their daily lives for 23,460 people, including women, in Mali through the pilot phase of the SanDi project, covering multiple regions and involving referral and community health centers.",Health Services,"Number of people, including women, who have access to sustainable energy in their daily lives.",0,23460,"This pilot phase of the SanDi project covers the regions of Kayes, Koulikoro, Sikasso, Ségou, Mopti, Bandiagara and the District of Bamako, and involves 7 referral health centres and 21 community health centres. A scale-up phase is currently being developed.",GEF/UNDP,,Non-VF,,Close the gap on energy access,,,,121587.0-1,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,23460,Energy Access,Health Services
121587,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",https://open.undp.org/projects/00127675,6000000,"Train 400 healthcare practitioners in Mali, with a target of 50% women and 30% aged between 18 and 40, in the use and maintenance of solar energy systems for community health.",Other,"Number of healthcare practitioners trained in the use and maintenance of the systems, broken down by gender and age (target: 50% women, 30% aged between 18 and 40).",,400,,GEF/UNDP,0.19,Non-VF,,Close the gap on energy access,,,,121587.0-2,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,Capacity Building Training
121587,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",https://open.undp.org/projects/00127675,6000000,"Provide access to 365 beneficiaries through solar energy, telehealth, and social protection to transform community health in Mali.",Other Energy Services,Number of beneficiaries,,365,,GEF/UNDP,0.77,Non-VF,,Close the gap on energy access,,,,121587.0-3,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,365,Energy Access,Other Energy Services
129014,Africa Migrid Program,,1780000,"Commission at least 0.309 MW in solar photovoltaic (PV) generation capacity and 0.754 MWh of battery storage, resulting in an estimated reduction of 16,929 metric tons of carbon dioxide equivalent (tCO2eq) in greenhouse gas emissions.",Other,Indicator 1: Greenhouse gas emissions mitigated  Units of measure: metric tons of carbon dioxide equivalent (tCO2e),,16929,"The prodoc has been endorsed by the GEF.The project will start in September 2023 at the latest.The project is expected to bring about direct commissioning of at least 0.309 MW in solar photovoltaic (PV) generation capacity and 0.754 MWh of battery storage. The lifetime greenhouse gas (GHG) emissions reduction from project activities, particularly investment in minigrid pilots, is estimated at 16,929 metric tons of carbon dioxide equivalent (tCO2eq) (direct) and 631,697 tCO2eq (indirect). The number of direct beneficiaries is estimated at 8,665 people, of which 51% percent are women, as a result of 1,752 new minigrid connections.",GEF/UNDP,,Non-VF,,Close the gap on energy access,,AMP,,129014.0-1,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,GHG Emissions Reduction,GHG Emissions Reduction
129014,Africa Migrid Program,,1780000,"Provide access to 8,665 direct beneficiaries benefitting from energy access via minigrids, disaggregated by gender and by customer segment (residential, social, commercial/productive use) as co-benefit of GEF investment.",Clean Electricity,"Indicator 2: Number of direct beneficiaries benefitting from energy access via minigrids, disaggregated by gender and by customer segment (residential, social, commercial/productive use) as co-benefit of GEF investment
Units of measure: number of people",,8665,,,0.51,Non-VF,,Close the gap on energy access,,AMP,Solar,129014.0-2,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,8665,Energy Access,Electricity Access
129014,Africa Migrid Program,,1780000,Increase installed solar PV capacity and battery storage by 0.3 MW and MWh respectively.,Solar,"
MW
Indicator 3:  Increase in installed solar PV capacity and battery storage Units of measure: MW (solar PV) and MWh (battery storage) ",,0.3,,,,Non-VF,,Close the gap on energy access,,AMP,Solar,129014.0-3,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,17500,5250,Energy Transition,Energy (MW added)
129014,Africa Migrid Program,,1780000,Cover GMGs in GGW localities in Mali under the Africa Migrid Program.,Other,Indicator 4 Number of GGW localities covered by GMGs,,nan,,,,Non-VF,,Close the gap on energy access,,AMP,,129014.0-4,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,nan
129014,Africa Migrid Program,,1780000,"Create direct green jobs in the minigrids sector and related sectors, including farming, livestock, and agroforestry, disaggregated by gender, in Mali.",Other,"Indicator 5:
Number of direct green jobs created in the minigrids sector and in sectors related to the GGW, disaggregated by gender, for [minigrid development, operation and productive use, GGW sectors incl. farming, livestock, agroforestry. Etc.]. 
Units of measure: Absolute number of direct green jobs created",,nan,,,,Non-VF,,Close the gap on energy access,,AMP,,129014.0-5,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,nan
129014,Africa Migrid Program,,1780000,"Provide access to 183,505 beneficiaries through the Africa Migrid Program in Mali.",Other Energy Services,Number of beneficiaries,,183505,,,,Non-VF,,Close the gap on energy access,,AMP,,129014.0-6,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,183505,Energy Access,Other Energy Services
124853,Ten Country: Scaling Solar Applications for Agricultural Use,,200000,"Launch a feasibility study to determine true demand and enable key implementation modalities for scaling solar applications for agricultural use in Mali, benefiting 200 farmers.",Agriculture and Food System,Number of farmers,,200,Feasibility study launched to determine true demand are on track enabling key implementation modalities for all 10 countries,ISA/India,,Non-VF,,Close the gap on energy access,,AMP,,124853.0-1,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,200,Energy Access,Agriculture and Food System
124853,Ten Country: Scaling Solar Applications for Agricultural Use,,200000,"Install close to 200 solar water pumps across 10 countries to remove barriers to irrigation access, expand solar energy usage, address climate change mitigation, and gender inequalities.",Agriculture and Food System,Number of beneficiaries,,400,"Through demonstration of new, innovative ans sustainable deployment models for solar water pumps, the pilot project on SSAAU aims to address these three interrelated challenges. Through installation of close to 200 SWPs across 10 countries, the project will remove the commonly prevalent barriers to access irrigation through solar pumps and post-installation services in the beneficiary localitons. This can help the larger community to expand solar energy usage, thereby reversing the poverty/unproductivity trap; the project will also address climate change mitigation and gender inequalities. ",,,Non-VF,,Close the gap on energy access,,AMP,,124853.0-2,MLI,,Mali,466,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,400,Energy Access,Agriculture and Food System
CIV10- CIV10-00131158,"Engagement des jeunes et des femmes pour la prévention des crises, la stabilité sociale, la consolidation de la paix et la réduction de la violence communautaire dans le nord de la Côte d'Ivoire",https://undp.sharepoint.com/:w:/r/teams/CIV/Archive/Unite%20Programme/Portfeuille%20gouvernance/Prodoc_PVE_RC_Version%20du%2008042022_finale.doc?d=w3ccf70e3a98f49ed99731f086fb1f089&csf=1&web=1&e=mlUAt4,-1,"Provide solar kits to 55 individuals, including at least 20 women, in the northern region of Côte d'Ivoire.",Clean Electricity,Numbers of persons benefiting of the Solar Kits,0,50000,"5 pompes solaires avec cuve d’eau de 10 000 M3 dans 5 villages d’environ 5 000 habitants chacun,  soit près de 50 000 bénéficaires en accès à l’eau et pour faciliter le développement de l’agriculture.",Allemagne,0.5,Non-VF,,Close the gap on energy access,,,Solar,CIV10- CIV10-00131158-1,CIV,,Cote d'Ivoire,384,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,,,,Medium,1,50000,Energy Access,Electricity Access
5989,Sustainable Energy Access,https://co.pims.undp.org/project/view?id=5989,3540468,"Provide clean, affordable, and sustainable energy access to 68,444 rural households through the implementation of a solar technology project.",Clean Electricity,"Number and proportion of households benefitting from clean, affordable and sustainable energy access
(project will target rural households only)",3385 HH,68444,Project starting in 2023. Pending DOA for ProDoc signature and start with Inception phase.,GEF,0.5,VF,,Close the gap on energy access,Electricity Access,,Solar,5989.0-1,AGO,,Angola,24,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,LDC,,,Medium,1,68444,Energy Access,Electricity Access
5331,Angola Charcoal,https://co.pims.undp.org/project/view?id=5331,4620000,"Achieve direct GHG emission reductions over the lifetime of the Angola Charcoal project, estimated at 1.609 tons of CO2eq.",Other,"(Aa) Achieved direct GHG emission reductions over lifetime (ton CO2eq);
tCO2

(Ab) Estimated indirect GHG emission reductions over lifetime (ton CO2eq);        ","(Aa) 0 ton CO2eq;

(Ab) 0 ton CO2eq;
                               
                              
",1.609,"Project closing in 2023; Indirect beneficiaries 1200000; from comment: ""Small number for tCO@ reduced direct""",GEF,0.25,VF,,Accelerating just energy transition,,,,5331.0-1,AGO,,Angola,24,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,LDC,,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
5331,Angola Charcoal,https://co.pims.undp.org/project/view?id=5331,4620000,"Provide improved energy access to 10,000 people through the Angola Charcoal project, accelerating the just energy transition.",Clean Cooking,"(Ba) Number of people with improved energy access as a result of UNDP-supported intervention.
",0,10000,Project closing in 2023,GEF,0.25,VF,,Accelerating just energy transition,,,,5331.0-2,AGO,,Angola,24,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,LDC,,,Medium,1,10000,Energy Access,Clean Cooking
5331,Angola Charcoal,https://co.pims.undp.org/project/view?id=5331,4620000,Support the development and enforcement of a policy and regulatory framework for the sustainable charcoal sector in Angola.,Transition Missing,(C) Policy and regulatory framework for sustainable charcoal sector supported.,"(C) rated “1” (no policy/regulation/
strategy in place)",rated “4” (policy/ regulation/strategy adopted but not enforced),Project closing in 2023,GEF,0.25,VF,,Accelerating just energy transition,Clean Cooking,,,5331.0-3,AGO,,Angola,24,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Lower middle income,LDC,,,Medium,0,0,Energy Transition,Policy or Regulatory Framework
1000194,Strengthening Systems Approach for SDGs in Mongolia (SASiM),,50000,"Conduct evidence-based study on the impact of Just Energy Transition on Human Development in Mongolia, focusing on vulnerable populations such as women, herders, elderly, youth, and minorities.",Transition Missing,Evidence-based study ,0,nan,"National Human Development Country Paper (HDCP) will analyse the impact of Just Energy Transition on Human Development (income and livelihood, life expectancy, education and skills, and environment) of the most vulnerable population especially women, herders, elderly, youth, and minorities in Mongolia in Collaboration with researchers and UNDP collaborators working on quantifying the impact of just energy transition on human development",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,1000194-1,MNG,,Mongolia,496,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Lower middle income,,,LLDC,High,0,0,Energy Transition,Policy or Regulatory Framework
107518,NDC Support Project,https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00107518%20NDC%20Support?csf=1&web=1&e=DJOLKl,931500,Design an Energy Efficiency (EE) Platform to support the implementation of innovative private finance mechanisms for leveraging private investment in the energy efficiency sector in Thailand and two policy briefs promoting private investment in renewable energy to promote lessons from assessing public policy mechanisms.,Transition Missing,"Number of technical reviews and recommendations endorsed by the Private Climate Expenditure and Instutution Review (PCEIR) working group
3 policy and regulatory documents
- Design on an Energy Efficiency (EE) Platform
- Two (2) Policy Brief Promoting private investments in renewable energy in Thailand – Lessons from assessing public policy mechanisms
",1 - year 2018,nan,"The project key woking areas are: 
Private Sector Engagement
- Engage the private sector systematically on NDC mitigation investment opportunities (in energy efficiency) through a Private Climate Expenditure and Institutional Review (PCEIR) that will enhance the leveraging effects of public-private investment mechanisms.
Climate-friendly Investment Opportunities
- Build capacities to design climate-friendly investment opportunities, address investor risks and blend and catalyze climate finance through an Investment and Financial Flows (I&FF) Assessment in the transport sector

As the energy sector is the main driver under Thailand’s NDC, the NDC support project has helped address the financial barriers to private investment in energy efficiency by initiating the study to design an Energy Efficiency (EE) Platform to support the implementation of innovative private finance mechanisms for leveraging private investment in the energy efficiency sector. Given the potential investment opportunities that the EE Platform are expected to bring, the Department of Alternative Energy Development and Efficiency (DEDE) submitted the FY2024 budget request to develop the prototype of Module A: Digitalized Measurement Reporting and Verification (MRV) of approximately 6.2 million Thai baht in which 4.8 million Thai baht was approved by the Budget Bureau.",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,107518.0-1,THA,,Thailand,764,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,Very High,0,0,Energy Transition,Policy or Regulatory Framework
124794,"Achieving Sustainable Low Carbon Growth in the City through Electrified Urban Transport System in Thailand (E-Transport in LCC)"" UNDP-UK PACT Project",https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00124794%20E-Transport%20in%20LCC?csf=1&web=1&e=VaOW8z,641793,"Organize workshops and training sessions on the development of electric vehicle (EV) public transportation in Nakhon Ratchasima province, benefiting approximately 300 participants from various sectors including government, private organizations, academia, and communities.",Other,Number of beneficiaries attended the workshops/trainings on development of EV public transportation in Nakhon Ratchasima province,,300,"Number of beneficiaries: ~300: 
Series of workshop and training on the Development of EV Public Transportation in Nakhon Ratchasima were organized for the beneficiaries in Nakhon Ratchasima including government and private sectors, public organization, academies and communities. 

",,,Non-VF,,Accelerating just energy transition,,,,124794.0-1,THA,,Thailand,764,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,Very High,0,0,Other,Capacity Building Training
124794,"Achieving Sustainable Low Carbon Growth in the City through Electrified Urban Transport System in Thailand (E-Transport in LCC)"" UNDP-UK PACT Project",https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00124794%20E-Transport%20in%20LCC?csf=1&web=1&e=VaOW8z,641793,"Propose policy recommendation to promote the use of EV public transportation in Nakhon Ratchasima, supporting the municipality's transition towards a low carbon and sustainable city.",Transition Missing,Policy recommendation to promote the use of EV public transportation in Nakhon Ratchasima,,1,"Policy recommendation to promote the use of EV public transportation, including a proposal for electrified urban transport routes and stations, cost-benefit of an electrified urban transport system, predicted air quality and GHG emission reduction and analysis of related laws, policies and regulations was proposed to Nakhon Ratchasima Municipality. The policy recommendation was accepted  by the municipality which the result from the project will support municipality’s transition toward a low carbon and sustainable city. In particular, the results would guide municipality’s decision making in policy matters and practical ways to form cooperation between public and private sectors.
",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,124794.0-2,THA,,Thailand,764,Asia,South-eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,Very High,0,0,Energy Transition,Policy or Regulatory Framework
6384,E-Mobility Strategy Peru,https://co.pims.undp.org/project/view?id=6384,1784862,"Introduce electric public buses and three-wheeler taxis in two pilot cities, promoting the use of electric vehicles in public and private passenger transportation and improving air quality, directly benefiting 14,000 people, 8,000 women, and 6,000 men beneficiaries.",Transportation and E-mobility Services,Number of direct beneficiaries of the project disaggregated by gender,0,14000,Target to the end of the project (14000). 8000 women and 6000 men beneficiaries.,GEF,0.57,VF,,Accelerating just energy transition,,,,6384.0-1,PER,,Peru,604,Americas,Latin America and the Caribbean,,yes,,GRULAC,RBLAC,Upper middle income,,,,High,1,14000,Energy Access,Transportation and E-mobility Services
6384,E-Mobility Strategy Peru,https://co.pims.undp.org/project/view?id=6384,1784862,"Introduce electric public buses and three-wheeler taxis in two pilot cities, promoting the use of electric vehicles in public and private passenger transportation and improving air quality, indirectly benefiting 53,000, 26,500 women and 26,500 men beneficiaries.",Other,Number of indirect beneficiaries of the project disaggregated by gender,0,53000,Target to the end of the project (53000). 26500 women and 26500 men beneficiaries.,GEF,0.5,VF,,Accelerating just energy transition,,,,6384.0-2,PER,,Peru,604,Americas,Latin America and the Caribbean,,yes,,GRULAC,RBLAC,Upper middle income,,,,High,0,0,Other,nan
6384,E-Mobility Strategy Peru,https://co.pims.undp.org/project/view?id=6384,1784862,"Reduce 178,460 metric tons of CO2 emissions by implementing electric public buses and three-wheeler taxis in two pilot cities, promoting the use of electric vehicles in public and private passenger transportation.",Other,Metric tones of CO2 avoided (at the moment of the measurement),0,178460,"178,460 t CO2 (direct) at the ending of the lifespan of the project vehicles.

236,657 t (indirect) at the ending of the lifespan of the project vehicles.",GEF,,VF,,Accelerating just energy transition,,,,6384.0-3,PER,,Peru,604,Americas,Latin America and the Caribbean,,yes,,GRULAC,RBLAC,Upper middle income,,,,High,0,0,GHG Emissions Reduction,GHG Emissions Reduction
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,Adopt final version of by-laws enabling implementation of the Energy Efficiency Law.,Transition Missing,Status of by-laws enabling implementation of the Energy Efficiency Law,0,1,Target: Final version adopted ,GEF,,VF,,Accelerating just energy transition,Energy Efficiency,,,"5476, 97769-1",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Energy Transition,Policy or Regulatory Framework
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,Train 50 officials (including 30% women) in Tajikistan as part of the Green Energy SME Development Project.,Other,Number of officials trained (including number of women) ,0,50,,,0.3,VF,,Accelerating just energy transition,,,,"5476, 97769-2",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Other,Capacity Building Training
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Approve a final version of a by-law providing a financial support mechanism for green energy investment, with a target of 2.0 MW.",Transition Missing,"Status of by-laws, providing financial incentives and support mechanisms for green energy investment",0,1,Target: 2.0 MW. Final version of a by-law providing a financial support mechanism for green energy investment approved ,,,VF,,Accelerating just energy transition,Renewable Energy,,,"5476, 97769-3",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Energy Transition,Policy or Regulatory Framework
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,Develop and approve a final version of a system of compliance checks and enforcement of performance standards for selected energy-efficient and renewable energy products.,Transition Missing,Status of system of compliance checks and enforcement of performance standard for selected EE/RE products ,0,1,Target: Final version approved by decision-makers,,,VF,,Accelerating just energy transition,,,,"5476, 97769-4",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Energy Transition,Policy or Regulatory Framework
"5476, 97769",Green Energy SME Development Project,https://open.undp.org/projects/00097769,491740.75,"Approve 2,000 green loans totaling $2,600,000 for solar water heaters (SWH) and other energy-efficient/renewable products, including at least 100 loans for women-led SMEs.",Other,Number and volume (US$) of green loans approved for SWH and other targeted EE/RE products (including those for women-led SMEs) ,0,2600000,"Target: 2,000 loans/US$ 2,600,000 (at least 100 loans to women-led SMEs)",,,VF,,Accelerating just energy transition,,,,"5476, 97769-5",TJK,,Tajikistan,762,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Lower middle income,,,LLDC,Medium,0,0,Other,Market Intervention
