,Region,Category,Subcategory,VF or Non-VF,Direct Beneficiaries,Energy Access,Productive Use,Budget Sum (M USD),Project Count,Country Count
835,LDC,Beneficiary Category,water services,Non-VF,0.0,0.0,0.0,200000.0,1,1
836,LDC,Beneficiary Category,Energy Access - disaster affected communities -,Non-VF,0.0,0.0,0.0,-1.0,1,1
837,LDC,Beneficiary Category,Energy Access,Non-VF,0.0,0.0,0.0,-1.0,1,1
838,LDC,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,17627043.0,5,3
839,LDC,Beneficiary Category,Other energy services,Non-VF,0.0,0.0,0.0,1348200.0,1,1
840,LLDC,All,All,Total,18781494.75,10500576.750000002,8280918.0,586806814.85,108,31
841,LLDC,Economy,Low income,Total,10973190.05,5405036.050000001,5568154.0,135616254.64,41,12
842,LLDC,Economy,Upper middle income,Total,5007976.0,3361057.0,1646919.0,318562653.0,39,9
843,LLDC,Economy,Lower middle income,Total,2800328.7,1734483.7,1065845.0,132627907.21000001,28,10
844,LLDC,HDI,Medium,Total,3593561.0,1728105.0,1865456.0,127744102.6,27,9
845,LLDC,HDI,Low,Total,14230019.75,8474941.75,5755078.0,282929424.25,47,13
846,LLDC,HDI,High,Total,573865.0,225280.0,348585.0,152619540.0,27,8
847,LLDC,HDI,Very High,Total,384049.0,72250.0,311799.0,23513748.0,7,1
848,LLDC,Beneficiary Tier,Access to Energy,Total,10500576.750000002,10500576.750000002,0.0,326271852.09,55,24
849,LLDC,Beneficiary Tier,Productive Use of Energy,Total,8280918.0,0.0,8280918.0,163010624.72,35,24
850,LLDC,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,157134899.75,12,9
851,LLDC,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,69949272.75,11,9
852,LLDC,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,133884693.75,25,16
853,LLDC,Beneficiary Tier,Other,Total,0.0,0.0,0.0,45035998.0,5,3
854,LLDC,Beneficiary Category,Agriculture and Food System,Total,12786.0,0.0,12786.0,11109790.71,8,7
855,LLDC,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,77476499.0,6,5
856,LLDC,Beneficiary Category,Energy (MW added),Total,2298266.25,2298266.25,0.0,160187987.74,25,19
857,LLDC,Beneficiary Category,Health Services,Total,7371036.0,0.0,7371036.0,103094881.41,11,11
858,LLDC,Beneficiary Category,nan,Total,0.0,0.0,0.0,83668902.0,16,13
859,LLDC,Beneficiary Category,Electricity Access,Total,7596865.5,7596865.5,0.0,173943677.10000002,37,21
860,LLDC,Beneficiary Category,Education Services,Total,42970.0,0.0,42970.0,10289338.0,6,6
861,LLDC,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,133884693.75,25,16
862,LLDC,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,127242669.0,7,6
863,LLDC,Beneficiary Category,Transportation and E-mobility Services,Total,328199.0,0.0,328199.0,17176280.85,8,7
864,LLDC,Beneficiary Category,Campaign Participant,Total,0.0,0.0,0.0,62488821.75,7,6
865,LLDC,Beneficiary Category,Other Energy Services,Total,409680.0,0.0,409680.0,37003806.75,9,8
866,LLDC,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,140117081.75,16,10
867,LLDC,Beneficiary Category,Medium Enterprises,Total,0.0,0.0,0.0,62257118.75,6,5
868,LLDC,Beneficiary Category,Clean Cooking,Total,605445.0,605445.0,0.0,44497433.0,10,8
869,LLDC,Beneficiary Category,Other,Total,0.0,0.0,0.0,45035998.0,5,3
870,LLDC,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,94877781.0,6,5
871,LLDC,Beneficiary Category,Market Intervention,Total,0.0,0.0,0.0,118029420.75,3,3
872,LLDC,Beneficiary Category,Financing support,Total,0.0,0.0,0.0,99999.0,2,2
873,LLDC,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,7460451.0,4,3
874,LLDC,Beneficiary Category,Water Services,Total,2734.0,0.0,2734.0,2400000.0,1,1
875,LLDC,Beneficiary Category,Other energy services,Total,0.0,0.0,0.0,285715.35,1,1
876,LLDC,Beneficiary Category,Energy Infrastructure Services,Total,113513.0,0.0,113513.0,9257159.0,4,3
877,LLDC,Beneficiary Category,Energy infrastructure services,Total,0.0,0.0,0.0,116275.0,1,1
878,LLDC,Beneficiary Category,Energy Transition,Total,0.0,0.0,0.0,30892000.0,1,1
879,LLDC,Beneficiary Category,"Households and Women, Policy and Regulatory Framework",Total,0.0,0.0,0.0,241888.0,1,1
880,LLDC,All,All,VF,5016157.0,4653167.0,362990.0,162493069.75,26,18
881,LLDC,Economy,Low income,VF,4410927.0,4373501.0,37426.0,88553715.0,11,8
882,LLDC,Economy,Upper middle income,VF,482049.0,170250.0,311799.0,58111647.0,9,6
883,LLDC,Economy,Lower middle income,VF,123181.0,109416.0,13765.0,15827707.75,6,4
884,LLDC,HDI,Medium,VF,175027.0,169791.0,5236.0,10254229.75,6,5
885,LLDC,HDI,Low,VF,4443616.0,4411126.0,32490.0,108588611.0,11,8
886,LLDC,HDI,High,VF,13465.0,0.0,13465.0,29710229.0,6,4
887,LLDC,HDI,Very High,VF,384049.0,72250.0,311799.0,13940000.0,3,1
888,LLDC,Beneficiary Tier,Access to Energy,VF,4653167.0,4653167.0,0.0,120352840.75,17,14
889,LLDC,Beneficiary Tier,Productive Use of Energy,VF,362990.0,0.0,362990.0,21279978.75,7,6
890,LLDC,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,82563986.75,5,4
891,LLDC,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,10051785.75,4,4
892,LLDC,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,79356316.75,5,5
893,LLDC,Beneficiary Tier,Other,VF,0.0,0.0,0.0,-2.0,2,1
894,LLDC,Beneficiary Category,Agriculture and Food System,VF,4936.0,0.0,4936.0,1363947.0,1,1
895,LLDC,Beneficiary Category,GHG Emissions Reduction,VF,0.0,0.0,0.0,74897751.0,4,3
896,LLDC,Beneficiary Category,Energy (MW added),VF,600670.0,600670.0,0.0,33966395.75,8,8
897,LLDC,Beneficiary Category,Electricity Access,VF,3898512.0000000005,3898512.0000000005,0.0,84094757.75,10,8
898,LLDC,Beneficiary Category,nan,VF,0.0,0.0,0.0,15910249.0,5,5
899,LLDC,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,79356316.75,5,5
900,LLDC,Beneficiary Category,Capacity Building Training,VF,0.0,0.0,0.0,85008081.75,8,6
901,LLDC,Beneficiary Category,Other,VF,0.0,0.0,0.0,-2.0,2,1
902,LLDC,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,76637680.0,2,2
903,LLDC,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,78572246.0,3,3
904,LLDC,Beneficiary Category,Market Intervention,VF,0.0,0.0,0.0,73629420.75,2,2
905,LLDC,Beneficiary Category,Financing support,VF,0.0,0.0,0.0,-1.0,1,1
906,LLDC,Beneficiary Category,Entrepreneurship Training,VF,0.0,0.0,0.0,-1.0,1,1
907,LLDC,Beneficiary Category,Health Services,VF,4500.0,0.0,4500.0,924566.0,1,1
908,LLDC,Beneficiary Category,Education Services,VF,27500.0,0.0,27500.0,924566.0,1,1
909,LLDC,Beneficiary Category,Other Energy Services,VF,610.0,0.0,610.0,7416306.75,3,3
910,LLDC,Beneficiary Category,Transportation and E-mobility Services,VF,318099.0,0.0,318099.0,12499725.0,3,3
911,LLDC,Beneficiary Category,Clean Cooking,VF,153985.0,153985.0,0.0,8217993.0,3,2
912,LLDC,Beneficiary Category,Campaign Participant,VF,0.0,0.0,0.0,10051786.75,3,3
913,LLDC,Beneficiary Category,Energy Infrastructure Services,VF,7345.0,0.0,7345.0,6000000.0,1,1
914,LLDC,Beneficiary Category,Medium Enterprises,VF,0.0,0.0,0.0,3991740.75,2,2
915,LLDC,All,All,Non-VF,13240337.75,5322409.75,7917928.0,373894142.75,75,28
916,LLDC,Economy,Low income,Non-VF,6562263.05,1031535.05,5530728.0,46776825.29,26,12
917,LLDC,Economy,Upper middle income,Non-VF,4525927.0,3190807.0,1335120.0,229559006.0,29,8
918,LLDC,Economy,Lower middle income,Non-VF,2152147.7,1100067.7,1052080.0,97558311.46000001,20,8
919,LLDC,HDI,Medium,Non-VF,2893534.0,1033314.0,1860220.0,98489872.85000001,20,8
920,LLDC,HDI,Low,Non-VF,9786403.75,4063815.75,5722588.0,143163098.9,31,13
921,LLDC,HDI,High,Non-VF,560400.0,225280.0,335120.0,122667423.0,20,6
922,LLDC,HDI,Very High,Non-VF,0.0,0.0,0.0,9573748.0,4,1
923,LLDC,Beneficiary Tier,Access to Energy,Non-VF,5322409.75,5322409.75,0.0,186919011.34,37,21
924,LLDC,Beneficiary Tier,Productive Use of Energy,Non-VF,7917928.0,0.0,7917928.0,141730646.97,27,19
925,LLDC,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,74570913.0,7,6
926,LLDC,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,59897487.0,7,6
927,LLDC,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,54528377.0,20,12
928,LLDC,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,45036000.0,3,3
929,LLDC,Beneficiary Category,Health Services,Non-VF,7366536.0,0.0,7366536.0,102170316.41,9,9
930,LLDC,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,67758654.0,8,6
931,LLDC,Beneficiary Category,Energy (MW added),Non-VF,1172596.25,1172596.25,0.0,107221591.99,16,12
932,LLDC,Beneficiary Category,Electricity Access,Non-VF,3698353.5,3698353.5,0.0,89848919.35,27,17
933,LLDC,Beneficiary Category,Education Services,Non-VF,15470.0,0.0,15470.0,9364772.0,5,5
934,LLDC,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,54528377.0,20,12
935,LLDC,Beneficiary Category,Energy Efficiency Services,Non-VF,0.0,0.0,0.0,50604989.0,5,4
936,LLDC,Beneficiary Category,Transportation and E-mobility Services,Non-VF,10100.0,0.0,10100.0,4676555.85,5,5
937,LLDC,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,52437035.0,4,3
938,LLDC,Beneficiary Category,Other Energy Services,Non-VF,409070.0,0.0,409070.0,29587500.0,6,5
939,LLDC,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,55109000.0,8,6
940,LLDC,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,58265378.0,4,3
941,LLDC,Beneficiary Category,Clean Cooking,Non-VF,451460.0,451460.0,0.0,36279440.0,7,6
942,LLDC,Beneficiary Category,Other,Non-VF,0.0,0.0,0.0,45036000.0,3,3
943,LLDC,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,7460452.0,3,3
944,LLDC,Beneficiary Category,Water Services,Non-VF,2734.0,0.0,2734.0,2400000.0,1,1
945,LLDC,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,16305535.0,3,3
946,LLDC,Beneficiary Category,Agriculture and Food System,Non-VF,7850.0,0.0,7850.0,9745843.71,7,6
947,LLDC,Beneficiary Category,Financing support,Non-VF,0.0,0.0,0.0,100000.0,1,1
948,LLDC,Beneficiary Category,Energy infrastructure services,Non-VF,0.0,0.0,0.0,116275.0,1,1
949,LLDC,Beneficiary Category,Market Intervention,Non-VF,0.0,0.0,0.0,44400000.0,1,1
950,LLDC,Beneficiary Category,Energy Infrastructure Services,Non-VF,106168.0,0.0,106168.0,3257159.0,3,2
951,LLDC,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,2578748.0,2,2
952,Africa,All,All,Total,39082321.31,23457154.31,15625167.0,1494582758.812919,155,51
953,Africa,Economy,Low income,Total,33203631.09,20216394.09,12987237.0,840513378.69,72,24
954,Africa,Economy,Upper middle income,Total,1134949.52,938387.52,196562.0,84690055.0,15,6
955,Africa,Economy,Lower middle income,Total,4743740.7,2302372.7,2441368.0,569379325.1229188,68,21
956,Africa,HDI,Low,Total,32314384.95,19986304.95,12328080.0,867039992.962919,91,28
957,Africa,HDI,Medium,Total,5005143.0,1729056.0,3276087.0,545615706.85,43,16
958,Africa,HDI,High,Total,522505.52,522505.52,0.0,31655545.0,16,5
959,Africa,HDI,Very High,Total,778922.0,757922.0,21000.0,38342771.0,3,1
960,Africa,Beneficiary Tier,Access to Energy,Total,23457154.31,23457154.31,0.0,1327149665.3400002,96,44
961,Africa,Beneficiary Tier,Productive Use of Energy,Total,15625167.0,0.0,15625167.0,777227726.6829189,51,30
962,Africa,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,94474278.0,12,11
963,Africa,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,30548936.0,10,8
964,Africa,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,217062694.0,35,22
965,Africa,Beneficiary Tier,Other,Total,0.0,0.0,0.0,4008600.0,4,2
966,Africa,Beneficiary Category,Electricity Access,Total,18904084.86,18904084.86,0.0,1197047311.35,68,38
967,Africa,Beneficiary Category,nan,Total,0.0,0.0,0.0,401237971.0,24,18
968,Africa,Beneficiary Category,Medium Enterprises,Total,0.0,0.0,0.0,8249716.0,3,3
969,Africa,Beneficiary Category,Agriculture and Food System,Total,21536.0,0.0,21536.0,30848928.71,8,7
970,Africa,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,148756050.0,12,10
971,Africa,Beneficiary Category,Energy (MW added),Total,2171587.25,2171587.25,0.0,148282862.99,36,25
972,Africa,Beneficiary Category,Health Services,Total,9075621.0,0.0,9075621.0,697570460.3141885,19,17
973,Africa,Beneficiary Category,Education Services,Total,158128.0,0.0,158128.0,639451674.078534,12,11
974,Africa,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,217062694.0,35,22
975,Africa,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,83746427.0,6,6
976,Africa,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,471366375.0,23,14
977,Africa,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,90756726.0,10,10
978,Africa,Beneficiary Category,Water Services,Total,5061277.0,0.0,5061277.0,650136172.8534031,9,8
979,Africa,Beneficiary Category,Energy Infrastructure Services,Total,1102814.0,0.0,1102814.0,13562673.61475131,11,5
980,Africa,Beneficiary Category,Clean Cooking,Total,2381482.2,2381482.2,0.0,85568619.0,18,15
981,Africa,Beneficiary Category,Other,Total,0.0,0.0,0.0,4008600.0,4,2
982,Africa,Beneficiary Category,Market Intervention,Total,0.0,0.0,0.0,73137680.0,1,1
983,Africa,Beneficiary Category,Financing support,Total,0.0,0.0,0.0,99999.0,2,2
984,Africa,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,10663814.0,5,4
985,Africa,Beneficiary Category,Other Energy Services,Total,184710.0,0.0,184710.0,11085854.05,6,5
986,Africa,Beneficiary Category,Campaign Participant,Total,0.0,0.0,0.0,19885122.0,5,4
987,Africa,Beneficiary Category,Other energy services,Total,0.0,0.0,0.0,285715.35,1,1
988,Africa,Beneficiary Category,Transportation and E-mobility Services,Total,21081.0,0.0,21081.0,5869929.85,3,3
989,Africa,Beneficiary Category,Energy infrastructure services,Total,0.0,0.0,0.0,116275.0,1,1
990,Africa,Beneficiary Category,Energy Storage (MW),Total,0.0,0.0,0.0,28210000.0,1,1
991,Africa,Beneficiary Category,Energy access,Total,0.0,0.0,0.0,200000.0,1,1
992,Africa,Beneficiary Category,water services,Total,0.0,0.0,0.0,200000.0,1,1
993,Africa,Beneficiary Category,Energy Access - disaster affected communities -,Total,0.0,0.0,0.0,-1.0,1,1
994,Africa,Beneficiary Category,Energy Access,Total,0.0,0.0,0.0,-1.0,1,1
995,Africa,Beneficiary Category,"Artisanal Palm Oil Producers
General Public
Electric Vehicle Businesses",Total,0.0,0.0,0.0,500000.0,1,1
996,Africa,All,All,VF,6540696.0,5346131.0,1194565.0,245383183.0,47,28
997,Africa,Economy,Low income,VF,4336599.5,4299150.5,37449.0,111374374.0,19,13
998,Africa,Economy,Upper middle income,VF,338792.0,163230.0,175562.0,40849518.0,6,4
999,Africa,Economy,Lower middle income,VF,1865304.5,883750.5,981554.0,93159291.0,22,11
1000,Africa,HDI,Medium,VF,1571279.5,409227.5,1162052.0,91496510.0,16,10
1001,Africa,HDI,Low,VF,4429516.5,4397003.5,32513.0,127044102.0,24,13
1002,Africa,HDI,High,VF,473230.0,473230.0,0.0,23566424.0,6,4
1003,Africa,Beneficiary Tier,Access to Energy,VF,5346131.0,5346131.0,0.0,173930699.0,38,25
1004,Africa,Beneficiary Tier,Productive Use of Energy,VF,1194565.0,0.0,1194565.0,60589547.0,7,6
1005,Africa,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,74962246.0,3,3
1006,Africa,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,-1.0,1,1
1007,Africa,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,104620697.0,11,10
1008,Africa,Beneficiary Tier,Other,VF,0.0,0.0,0.0,3872600.0,3,2
1009,Africa,Beneficiary Category,Agriculture and Food System,VF,4936.0,0.0,4936.0,1363947.0,1,1
1010,Africa,Beneficiary Category,GHG Emissions Reduction,VF,0.0,0.0,0.0,94056050.0,9,7
1011,Africa,Beneficiary Category,Energy (MW added),VF,842240.0,842240.0,0.0,45352177.0,16,13
1012,Africa,Beneficiary Category,Electricity Access,VF,4381866.0,4381866.0,0.0,119668646.0,25,18
1013,Africa,Beneficiary Category,nan,VF,0.0,0.0,0.0,6517574.0,4,4
1014,Africa,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,79907680.0,3,3
1015,Africa,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,104620697.0,11,10
1016,Africa,Beneficiary Category,Water Services,VF,52704.0,0.0,52704.0,22984867.0,2,2
1017,Africa,Beneficiary Category,Capacity Building Training,VF,0.0,0.0,0.0,90972610.0,8,5
1018,Africa,Beneficiary Category,Other,VF,0.0,0.0,0.0,3872600.0,3,2
1019,Africa,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,74962246.0,3,3
1020,Africa,Beneficiary Category,Market Intervention,VF,0.0,0.0,0.0,73137680.0,1,1
1021,Africa,Beneficiary Category,Financing support,VF,0.0,0.0,0.0,-1.0,1,1
1022,Africa,Beneficiary Category,Entrepreneurship Training,VF,0.0,0.0,0.0,-1.0,1,1
1023,Africa,Beneficiary Category,Energy Infrastructure Services,VF,928850.0,0.0,928850.0,9416167.0,1,1
1024,Africa,Beneficiary Category,Health Services,VF,180085.0,0.0,180085.0,26824566.0,3,3
1025,Africa,Beneficiary Category,Clean Cooking,VF,122025.0,122025.0,0.0,29307969.0,6,5
1026,Africa,Beneficiary Category,Education Services,VF,27500.0,0.0,27500.0,924566.0,1,1
1027,Africa,Beneficiary Category,Other Energy Services,VF,490.0,0.0,490.0,924566.0,1,1
1028,Africa,All,All,Non-VF,32536625.31,18106023.31,14430602.0,1245099061.4629188,102,45
1029,Africa,Economy,Low income,Non-VF,28867031.59,15917243.59,12949788.0,728658490.3399999,48,23
1030,Africa,Economy,Upper middle income,Non-VF,796157.52,775157.52,21000.0,43840537.0,9,5
1031,Africa,Economy,Lower middle income,Non-VF,2873436.2,1413622.2,1459814.0,472600034.12291884,45,17
1032,Africa,HDI,Low,Non-VF,27884868.45,15589301.45,12295567.0,739515376.6129189,62,26
1033,Africa,HDI,Medium,Non-VF,3428863.5,1314828.5,2114035.0,450499196.85,26,12
1034,Africa,HDI,High,Non-VF,49275.520000000004,49275.520000000004,0.0,8089121.0,10,5
1035,Africa,HDI,Very High,Non-VF,778922.0,757922.0,21000.0,38342771.0,3,1
1036,Africa,Beneficiary Tier,Access to Energy,Non-VF,18106023.31,18106023.31,0.0,1149404166.3400002,56,34
1037,Africa,Beneficiary Tier,Productive Use of Energy,Non-VF,14430602.0,0.0,14430602.0,713018180.6829189,42,24
1038,Africa,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,19512032.0,9,8
1039,Africa,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,30548937.0,9,8
1040,Africa,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,112441997.0,24,15
1041,Africa,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,136000.0,1,1
1042,Africa,Beneficiary Category,Electricity Access,Non-VF,14517218.86,14517218.86,0.0,1073563865.35,41,28
1043,Africa,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,394720398.0,17,13
1044,Africa,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,8249716.0,3,3
1045,Africa,Beneficiary Category,Health Services,Non-VF,8895536.0,0.0,8895536.0,670745895.3141885,15,14
1046,Africa,Beneficiary Category,Energy (MW added),Non-VF,1329347.25,1329347.25,0.0,102930685.99,20,15
1047,Africa,Beneficiary Category,Education Services,Non-VF,130628.0,0.0,130628.0,634907108.078534,10,9
1048,Africa,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,112441997.0,24,15
1049,Africa,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,380393765.0,15,10
1050,Africa,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,15794480.0,7,7
1051,Africa,Beneficiary Category,Energy Infrastructure Services,Non-VF,173964.0,0.0,173964.0,4146506.614751309,10,4
1052,Africa,Beneficiary Category,Clean Cooking,Non-VF,2259457.2,2259457.2,0.0,56260650.0,12,10
1053,Africa,Beneficiary Category,Energy Efficiency Services,Non-VF,0.0,0.0,0.0,3838747.0,3,3
1054,Africa,Beneficiary Category,Other,Non-VF,0.0,0.0,0.0,136000.0,1,1
1055,Africa,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,10663815.0,4,4
1056,Africa,Beneficiary Category,Agriculture and Food System,Non-VF,16600.0,0.0,16600.0,29484981.71,7,6
1057,Africa,Beneficiary Category,Other Energy Services,Non-VF,184220.0,0.0,184220.0,10161288.05,5,4
1058,Africa,Beneficiary Category,Water Services,Non-VF,5008573.0,0.0,5008573.0,627151305.8534031,7,6
1059,Africa,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,19885122.0,5,4
1060,Africa,Beneficiary Category,Transportation and E-mobility Services,Non-VF,21081.0,0.0,21081.0,5869929.85,3,3
1061,Africa,Beneficiary Category,Financing support,Non-VF,0.0,0.0,0.0,100000.0,1,1
1062,Africa,Beneficiary Category,Energy infrastructure services,Non-VF,0.0,0.0,0.0,116275.0,1,1
1063,Africa,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,54700000.0,3,3
1064,Africa,Beneficiary Category,Energy Storage (MW),Non-VF,0.0,0.0,0.0,28210000.0,1,1
1065,Africa,Beneficiary Category,Energy access,Non-VF,0.0,0.0,0.0,200000.0,1,1
1066,Africa,Beneficiary Category,water services,Non-VF,0.0,0.0,0.0,200000.0,1,1
1067,Africa,Beneficiary Category,Energy Access - disaster affected communities -,Non-VF,0.0,0.0,0.0,-1.0,1,1
1068,Africa,Beneficiary Category,Energy Access,Non-VF,0.0,0.0,0.0,-1.0,1,1
1069,Africa,Beneficiary Category,"Artisanal Palm Oil Producers
General Public
Electric Vehicle Businesses",Non-VF,0.0,0.0,0.0,500000.0,1,1
1070,Sahel,All,All,Total,1567886.25,1139929.25,427957.0,373400032.6629188,32,10
1071,Sahel,Economy,Lower middle income,Total,482928.5,304009.5,178919.0,331937883.6629188,17,4
1072,Sahel,Economy,Low income,Total,1084957.75,835919.75,249038.0,41462149.0,15,6
1073,Sahel,HDI,Low,Total,1238876.75,835919.75,402957.0,42441938.66291885,27,8
1074,Sahel,HDI,Medium,Total,329009.5,304009.5,25000.0,330958094.0,5,2
1075,Sahel,Beneficiary Tier,Access to Energy,Total,1139929.25,1139929.25,0.0,366169149.0,16,8
1076,Sahel,Beneficiary Tier,Productive Use of Energy,Total,427957.0,0.0,427957.0,18946364.662918847,19,7
1077,Sahel,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,924566.0,1,1
1078,Sahel,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,1779255.0,2,2
1079,Sahel,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,16802211.0,5,4
1080,Sahel,Beneficiary Tier,Other,Total,0.0,0.0,0.0,0.0,0,0
1081,Sahel,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,16802211.0,5,4
1082,Sahel,Beneficiary Category,Electricity Access,Total,765353.5,765353.5,0.0,355791875.0,12,7
1083,Sahel,Beneficiary Category,Energy Infrastructure Services,Total,173964.0,0.0,173964.0,4146506.614751309,10,4
1084,Sahel,Beneficiary Category,Energy (MW added),Total,21344.75,21344.75,0.0,12016575.0,6,6
1085,Sahel,Beneficiary Category,Water Services,Total,8573.0,0.0,8573.0,7046806.853403142,4,3
1086,Sahel,Beneficiary Category,Health Services,Total,31960.0,0.0,31960.0,12657097.904188482,4,4
1087,Sahel,Beneficiary Category,Education Services,Total,28450.0,0.0,28450.0,6565150.078534031,4,3
1088,Sahel,Beneficiary Category,Clean Cooking,Total,353231.0,353231.0,0.0,19361020.0,5,4
1089,Sahel,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,924566.0,1,1
1090,Sahel,Beneficiary Category,Other Energy Services,Total,184360.0,0.0,184360.0,8704566.0,3,2
1091,Sahel,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,338266839.0,5,3
1092,Sahel,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,1779255.0,2,2
1093,Sahel,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,16839.0,1,1
1094,Sahel,Beneficiary Category,Agriculture and Food System,Total,650.0,0.0,650.0,1945000.0,2,2
1095,Sahel,Beneficiary Category,nan,Total,0.0,0.0,0.0,339768746.0,3,2
1096,Sahel,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,1780000.0,1,1
1097,Sahel,All,All,VF,64088.0,31598.0,32490.0,9986216.0,3,3
1098,Sahel,Economy,Low income,VF,64088.0,31598.0,32490.0,9986216.0,3,3
1099,Sahel,HDI,Low,VF,64088.0,31598.0,32490.0,9986216.0,3,3
1100,Sahel,Beneficiary Tier,Access to Energy,VF,31598.0,31598.0,0.0,9986216.0,3,3
1101,Sahel,Beneficiary Tier,Productive Use of Energy,VF,32490.0,0.0,32490.0,924566.0,1,1
1102,Sahel,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,924566.0,1,1
1103,Sahel,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,0.0,0,0
1104,Sahel,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,924566.0,1,1
1105,Sahel,Beneficiary Tier,Other,VF,0.0,0.0,0.0,0.0,0,0
1106,Sahel,Beneficiary Category,Clean Cooking,VF,5500.0,5500.0,0.0,7460274.0,1,1
1107,Sahel,Beneficiary Category,Electricity Access,VF,19098.0,19098.0,0.0,2525942.0,2,2
1108,Sahel,Beneficiary Category,Energy (MW added),VF,7000.0,7000.0,0.0,924566.0,1,1
1109,Sahel,Beneficiary Category,Health Services,VF,4500.0,0.0,4500.0,924566.0,1,1
1110,Sahel,Beneficiary Category,Education Services,VF,27500.0,0.0,27500.0,924566.0,1,1
1111,Sahel,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,924566.0,1,1
