,Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),Category,Comments,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Indirect Category,Indirect Taxonomy,Output ID,Country Code,Country,Comment,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Comments ,Expected Outputs,Energy Percent,Donors ,Indirect Beneficiaries,Budget (USD),Unnamed: 13,Donor,Indirect Beneficaries,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 10,Gender (% female).1,Category.1,Comments.1,Unnamed: 8,Unnamed: 9,Indirect Beneficiries,Energy Budget,Budget (Nigerian),Indirect Beneficiary,Budget ,b,Unnamed: 11
861,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Electricity Access,Number of Beneficiaries receiving electricity from solar PV,0,2400.0,12 sites had solar PV systems installed on their rooftops that would enable electricity from a renewable energy source to be consumed; 700 beneficiaries (direct usage) estimated to date ,,,Non-VF,,,Accelerating just energy transition,Electricity Access,,,,110728-1,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Energy (MW added),Total number of kilowatts (kW) of renewable energy added,0,0.108,108 kW of solar PV was added from a total of 12 installations,,,,,,Close the gap on energy access,Renewable Energy,,,,110728-2,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Capacity Training,Number of site beneficiaries training in operation and maintenance of solar PV systems,0,36.0,33 persons thus far were trained in O&M of the solar PV systems,,,,,,Accelerating just energy transition,Energy Efficiency,,,,110728-3,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Policy or Regulatory Framework,Number of Reports submitted to the government Ministry related to Policy development,0,5.0,4 reports were developed thus far for the government,,,,,,Accelerating just energy transition,Energy Efficiency,,,,110728-4,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,110728, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Campaign Participant,Number of people reached with messages on the benefits of using RE and EE,0,100000.0,"20,000 persons were reached thus far with messages related to RE & EE",,,,,,Accelerating just energy transition,Energy Efficiency,,,,110728-5,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,TRI/SGP/OP7/YI/CORE/CC/22/09,"Improving community climate resilience in Matelot by implementing green solutions to address its electricity, water and food limitations.",,26000.0,nan,No. of activities supported by installation,0,2.0,This projects aims to install a solar system at the Matelot Police Youth Club to address the electricity shortages in the area. The system will support the club's computer lab and hydroponics systems. ,,,,to the CO: Please estimate number of beneficiaries.,,Accelerating just energy transition,Electricity Access,,,,TRI/SGP/OP7/YI/CORE/CC/22/09-1,TTO,Trinidad & Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,00115022,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,0.0,Energy (MW added),"No. of waste to energy facilities, rooftop PV, energy efficiency in building, etc",,1,"The project addresses the development challenge of increased negative economic and environmental impacts from fossil use and other non-sustainable practices in urban areas by enabling low-carbon interventions and investments in energy-efficiency (EE) and renewable energy (RE) in buildings and built environment and to support urban development in Bangladesh. 

GHG emission reduction of 1.573 million tons of tCO2 (lifetime) resulting from EE, RE and W2E interventions (Direct) and 4.718 million tons of CO2 as consequential (indirect) emission reduction after the project’s end. About 600 Kw of energy generation is expected.

1 Bangladesh Low-Carbon Cities Network established ; Database on energy performance on commercial building established at SREDA;BNBC revised with EE adopted 

2 waste to energy
3 rooftop PV (public)
10 rooftop PV (private)
6 energy effociency in buildings(public)
24 energy efficiency in buildings(private)

On comment column: Expected to generate 1MW of energy",GEF,,VF,,e,Close the gap on energy access,Energy Efficiency,,,,00115022-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3767810.0,,
868,00115022,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,0.0,Policy or Regulatory Framework,"No. of low carbon policy, guideline and standard",,,,,,,,,,,,,,00115022-2,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,00115022,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,0.0,GHG Emission Reduction,GHG Emission Reduction target in updated NDC,,1573000,,,,,,,,,,,,00115022-3,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,Transport Services,Number of people benefiting from the development of EV ecosystem,,100000,"This Project is to reduce GHG emissions with EV ecosystem development that promote environmentally friendly, energy-efficient, low-carbon transport and urban systems in Bangladesh with an enhanced policy-regulatory institutional framework with appropriate regulations for EVs and EV charging stations, accompanied by tailored capacity-building and awareness-raising efforts

Total no. of project beneficiaries are 672,600 that includes passengers of e-bus, 2-3-4 wheelers, technicians, govt staffs, private sectors etc.

Assessment of Regulatory Framework and Market development for EV and EVCS, Recycling and Disposal of Batteries with strategy for environmentally sound manufacturing of EV and EV Components;Preparation of PPP business models for local charging stations and installation of hybrid grid-solar charging stations as well as, Battery recycling and reuse in Bangladesh

100 persons will be trained on operation and maintenance of charging infrastructure (e-Buses and 2-3-wheeler station; 100 persons will be trained on environmentally sound and safe handling and recycling of batteries and verification

Installation of 4 Charging Station (EV Charger, 300-500 kW) for e-Buses; Installation of 3 Solar Hybrid (80 kW; 25 to 30 kW from Solar) for 2-3-4 Wheelers; 

On comment column: It is expected that 100,000 people will be benefitted",GEF,,,,,,,,,,00116395-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788991.0,,
871,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,GHG Emission Reduction,GHG Emission Reduction target ,0,15660,,,,,,,,,,,,00116395-2,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,Capacity Training,"Number of people trained/educated/informed 
through technical transfers, dialogues, workshops, 
campaigns, and other efforts",0,200,,,,,,,,,,,,00116395-3,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,Energy (MW added),Number of nano-grids installed and operational.,0,1,"Nano-grid will cover 20-25 households

30 nano-grids with covering
300 to 450 households 

On comment column: It is expected that about 1MW energy will be generated",Adaptation Fund,,,,,,,,,,00116395-4,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9212322.0,,
874,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,Agricultural Services,Hectares of agricultural land irrigated through solar irrigation pumps; ,0,80,Install solar irrigation pumps for community,,,,,,,,,,,00116395-5,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,00116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,0.0,Agricultural Services,Number of solar cold storage units installed and operational,0,2,"Install solar cold storage

Farmers and fishers are the users of the solar cold storage",,,,,,,,,,,00116395-6,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,0093426,Local Governmrnt Initiative on Climate Change (LoGIC),https://open.undp.org/projects/00085984,0.0,Energy (MW added),Renewable energy capacity installed,,1.12,"59 community solar irrigation pumps implemented by Union Parishads

Total beneficieres are 400,000 vulnerable households. Main project componants are adaptive livelihood support, social protection service, support for solar home system.","(EU-17.05m, SIDA-17.97m)",,,,,,,,,,0093426-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200000.0,,
877,0093426,Local Governmrnt Initiative on Climate Change (LoGIC),https://open.undp.org/projects/00085984,0.0,Water Services,Number of households benefiting from drinking water supply with electric solar powered motors,,325 HH,"54 community level drinking water supply with electric solar powered motors implemented by Union Parishads

Budget is updated

On comment column: About 325 household will be benefitted",,,,,,,,,,,0093426-2,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,
878,0093426,Local Governmrnt Initiative on Climate Change (LoGIC),https://open.undp.org/projects/00085984,0.0,Energy (MW added),Renewable energy capacity installed,,0.35,"7 community level rooftop solar home systems  implemented by Union Parishads

Budget is updated

On comment column: It is expected that about 350KW energy will be generated",,,,,,,,,,,0093426-3,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,,
879,00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,HPMP II (AC Unit); HPMP II (PMU),0.0,GHG Emission Reduction,GHG emission reductions (ton CO2eq),,1730798,"The project’s ultimate goal is to implement structural changes in RAC manufacturing and servicing sectors for cleaner production and contribute to the quality of people's lives, through the protection of the ozone layer and reduction in direct and indirect emissions. This project will phase-out 310.78 kg HCFC-22 equivalent to 17.09 ODP tons, which is 66% of Bangladesh´s consumption of HCFCs in RAC manufacturing sector, contributing to the reduction target for 2025.

Baseline: Consumption of ODS 47.22 ODP ton",MLF,,,,,,,,,,00110796(AC Unit) & 00117012 (PMU)-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356014.0,,
880,00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,HPMP II (AC Unit); HPMP II (PMU),0.0,Other Energy Services,"Number of people benefiting from livelihoods strengthened through solutions for management of natural resources, ecosystem services, chemicals and waste.",30268,110000," A total of 110,000 (women: 44,000, men: 66,000) people will be benefiting from livelihoods strengthened through solutions for management of natural resources, ecosystem services, chemicals and waste. 

Access to other service (electric vehicles, industries efficiency etc.) - No of people will be benefiting from livelihoods strengthened through solutions for management of natural resources, ecosystem services, chemicals and waste. ",,0.4,,,,,,,,,00110796(AC Unit) & 00117012 (PMU)-2,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,HPMP II (AC Unit); HPMP II (PMU),0.0,Small Enterprises,Number of small enterprises benefiting from the project,,6,"The HPMP Stage II project is supporting six private sector small enterprises namely Unitech Products (BD) Ltd., Elite Hi-Tech Industries Ltd., AC Bazar Industry, Supreme Air Conditioning, Cooling Point Engineering Services and Walton Hi-Tech Industries Ltd with a funding support of  5,356,014.

On comment column: Six private companies are getting benefits from the project.The objective of this project is to phase out of 17.09 ODP tones (1,730,798 CO2-eq tons) from 5 air conditioning and 1 chiller manufacturing/assembler enterprises. ",,,,,,,,,,,00110796(AC Unit) & 00117012 (PMU)-3,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,HPMP II (AC Unit); HPMP II (PMU),0.0,Capacity Training,Number of individuals who participate in trainings for energy activities. ,,1220,"The project has a comprehensive capacity development plan to capacitate 1220 individuals on new technology, policies and regulations implementation.",,,,,,,,,,,00110796(AC Unit) & 00117012 (PMU)-4,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,00134586,Climate Promise: From Pledge to Impact,,0.0,Policy or Regulatory Framework,Number of low carbon policy and strategy,,"Enhanced transparency framework and data transparency system for Paris agreement
Update emission reduction target for non-energy sector
National strategy and investment plan for achieving NET ZERO ","Global project

Enhanced transparency framework and data transparency system for Paris agreement
Update emission reduction target for non-energy sector
National strategy and investment plan for achieving NET ZERO ",Government of Germany,,,,,,,,,,00134586-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000.0,,
884,00134586,Climate Promise: From Pledge to Impact,,0.0,Clean Cooking,Number of households using improved cooking  stove,0,5000 HH,"local Villages of the CHT area faces serious health related problems due to high GHG gas emitting cooking stoves that are also fuel inefficient. A2I has been working with local innovators to develop energy efficient fuel stoves that are also environmentally friendly for the residents of that area.

15-25% of households using improved cooking stove

On comment column: About 5,000 Household got the benefits","Government of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",,,,,,,,,,00134586-2,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,
885,00134586,Climate Promise: From Pledge to Impact,,0.0,Water Services,% of people with restrictive access to household water in remote CHT areas,0.7,5000,"The southeastern part of Bangladesh is extensively hilly region and the people living here are not habituated to use modern water technologies. So, they have to collect water from natural sources particularly from the downhill springs for drinking, household chores and irrigation. To solve the water crisis of the communities at these regions, A2I has developed a water lifting system using Hydraulic Ram Pump to supply water from downhill source to uphill utilizing the water hammer effect for drinking and irrigation purposes at Bandarban, Bangladesh.

On comment column: About 5000 farmers get benefits","Govt of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",,,,,,,,,,00134586-3,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,
886,00134586,Climate Promise: From Pledge to Impact,,0.0,Policy or Regulatory Framework,Number of Research innovation centre in Bangladesh,0,1,"A2I is in the process of establishing an energy and environment RIC, that will be responsible to output innovative solutions to the energy ecosystem through research.","Govt of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",,,,,,,,,,00134586-4,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,
887,00134586,Climate Promise: From Pledge to Impact,,0.0,Policy or Regulatory Framework,Number of policy support provided relating to energy and environment,1,3,A2I has been working with various goverrnment bodies to develop registration policies regarding the Energy and Environment sector.,"Govt of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",,,,,,,,,,00134586-5,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000.0,,
888,00134586,Climate Promise: From Pledge to Impact,,0.0,Education Services,No. of schools that are using the Multimedia Classroom,326,2000,"As we progress through the generations, Technological advancement is happening at an exponential rate. To fully support our youth, technological advancements are also essential in the education sector. On top of that the Bangladeshi Government has taken the initiative to engulf the education stream of Bangladesh under one digital format. To accomodate this initiative, we developed a highly efficient Multimedia Classroom system that is completely powered through solar energy. With this innovation, we can empower our local youth in rural areas to recieve the same education as urban areas.

On comment column: About 2000 students get benefits","Govt of Bangladesh-50 million, Other donors (Gate Foundation, FB, Vital strategy, etc.): 9 million)",,,,,,,,,,00134586-6,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,,
889,106912,Bangladesh: First Biennial Update Report to the UNFCCC,,0.0,Policy or Regulatory Framework,"1. GHG inventory for energy sector
2. Develop emission scenario until 2041
3. Identify mitigation optios and analyse domestic MRV
4. Update grid emission factors
5. Identify gaps and constraints, technical and financial need assesment and capacity building
","1. GHG inventory until 2012 is prepared under 3 National Communications.
2. Emission Scenario until 2030 is prepared in 3 NCs, NDC, Updated NDC, MRV developed in NDC.
3. Mitigation options identified in 3 NCs and 2 NDCs
4. Grid emission factor developed in 2012.
5. Gaps and constraints indentified in 3 NCs and NDCs
",,"BUR1 project is supporting government to prepare First Biennial Update Report. Through this project, country will get the updated energy circumstances, emission inventory until 2019 and emission scenario until 2041 from energy sector, updated MRV system and grid emission factor.   

1. GHG inventory until 2019 is prepared.
2. Emission Scenario until 2041 is prepared
3. Mitigation options and MRV updated
4. Draft Grid emission factor updated.
5. Gaps and constraints indentified",GEF,,VF,,,,,,,,106912-1,BGD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000.0,,
890,104187,(Suspended until Nov 2023) Rural Renewable Energy,PIMS+,4934228.0,Policy or Regulatory Framework,Lifetime direct GHG emissions avoided as a result of energy access projects,,"246,094 tCO2 over the 12-yr lifetime of small hydro and solar mini-grids (20,508 tCO2 per year), and corresponding energy production of 25,341 MWh per year",Suspension of project likely to be extended,,,,,,,,,,,104187-1,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,104187,(Suspended until Nov 2023) Rural Renewable Energy,PIMS+,4934228.0,Policy or Regulatory Framework,Lifetime consequential GHG emissions avoided as a result of energy access projects,,"Indirect (consequential) emissions are 738,281 tCO2 over the 12-yr lifetime of the equipment",,,,,,,,,,,,104187-2,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,104187,(Suspended until Nov 2023) Rural Renewable Energy,PIMS+,4934228.0,Agricultural Services,Number of households (and # of female-headed HH) provided with electricity services,,"56,200 households in 281 villages  will be connected (RE mini-grids plus SHS). At 4.4 person per HH, beneficiaries are 247,280 (50% male and 50% female).",,,,,,,,,,,,104187-3,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,111777,Governance for Resilience and Sustainability Project ,https://open.undp.org/projects/00111777,716641.0,Electricity Access,Number of households provided with electricity services,,Installed solar home systems (SHS) in 827 households in Mon state and Magway region ,"GRSP's budget for 2022 was $716,641.",,,,,,,,,,,111777-1,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,111777,Governance for Resilience and Sustainability Project ,https://open.undp.org/projects/00111777,716641.0,Clean Cooking,Number of households  provided with improved cookstoves,,A total of 827 houselholds in Mon state and Tanintharyi received improved cookstoves,"GRSP's budget for 2022 was $716,641. The project was concluded in 2022. ",,,,,,,,,,,111777-2,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,111777,Governance for Resilience and Sustainability Project ,https://open.undp.org/projects/00111777,716641.0,Agricultural Services,Number of household  provided with solar pumping system and solar bubble dryer ,,"3 villages in Shan state were supported with 1 solar pumping system and 2 solar bubble dryers. 

Solar pumping - 15 HH
Solar dryers - 30 HH in total (two villages) ","GRSP's budget for 2022 was $716,641. The project was concluded in 2022. 

Solar pumping capacity - Generate watt 3300 and water storage pond with the capacity of about 20,000 gallons of water.",,,,,,,,,,,111777-3,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Electricity Access,Number of HH provided with Solar home lighting systems ,,5000,the project document was developed and resources in pipeline.,in search of donor,,,,,,,,,,No project ID yet-1,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Clean Cooking,number of HHs provided with energy efficient cookstoves,,50000,,in search of donor,,,,,,,,,,No project ID yet-2,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,water services,number of village water supply systems upgraded to solar-powered applications ,,100,,in search of donor,,,,,,,,,,No project ID yet-3,MMR,Myanmar,,,,,,Estimate # of beneficiaries / village,,,,,,,,,,,,,,,,,,,,,,,,,,
899,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,water services,number of villages provided with a new solar-powered village water supply system,,168,,in search of donor,,,,,,,,,,No project ID yet-4,MMR,Myanmar,,,,,,Estimate # of beneficiaries / village,,,,,,,,,,,,,,,,,,,,,,,,,,
900,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Agricultural Services,number of villages provided with a new small-scale solar irrigation system to improve agricultural production ,,56,,in search of donor,,,,,,,,,,No project ID yet-5,MMR,Myanmar,,,,,,Estimate # of beneficiaries / village,,,,,,,,,,,,,,,,,,,,,,,,,,
901,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Agricultural Services,number of small-scale irrigation systems upgraded to solar-powered applications to improve the efficiency of agricultural production,,56,,in search of donor,,,,,,,,,,No project ID yet-6,MMR,Myanmar,,,,,,Estimate # of beneficiaries / system,,,,,,,,,,,,,,,,,,,,,,,,,,
902,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Other energy services,number of women's start-up livelihood groups provided with productive use of energy (PUE) inputs/applications ,,100,,in search of donor,,,,,,,,,,No project ID yet-7,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Electricity Access,"number of villages supported with community-led last-mile connection to the national grid 
",,56,,in search of donor,,,,,,,,,,No project ID yet-8,MMR,Myanmar,,,,,,Estimate # of beneficiaries / village,,,,,,,,,,,,,,,,,,,,,,,,,,
904,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Electricity Access,number of villages supported for connection to a nearby mini-grid,,34,,in search of donor,,,,,,,,,,No project ID yet-9,MMR,Myanmar,,,,,,Estimate # of beneficiaries / village,,,,,,,,,,,,,,,,,,,,,,,,,,
905,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Electricity Access,number of new mini-grid systems tested to support livelihood recovery in broader areas,,4,,in search of donor,,,,,,,,,,No project ID yet-10,MMR,Myanmar,,,,,,Estimate # of beneficiaries / system,,,,,,,,,,,,,,,,,,,,,,,,,,
906,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Electricity Access,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-11,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Energy (MW added),TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-12,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Clean Cooking,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-13,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Agricultural Services,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-14,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Health Services,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-15,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Water Services,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-16,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Education Services,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-17,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Small Enterprises,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-18,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Capacity Training,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-19,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Entrepreneurship Training,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-20,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Campaign Participant,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-21,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,No project ID yet,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",,1348200.0,Policy or Regulatory Framework,TBD,TBD,TBD,,in search of donor,,,,,,,,,,No project ID yet-22,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,112026,Promoting the use of solar technologies for agricultural and rural development in Cambodia and Myanmar,,2285334.0,Agricultural Services,Number of households provided agricultural service and Solar Water Pumping Systems,,65000,01 Nov 2020 - 31 Dec 2023,"Ministry of Agriculture, Food and Rural Affairs (MAFRA), Republic of Korea",,,,,,,,,,112026-1,MMR,Myanmar,,,,,,Ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,
919,112026,Promoting the use of solar technologies for agricultural and rural development in Cambodia and Myanmar,,2285334.0,nan,,,,,,,,,,,,,,,112026-2,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,112026,Promoting the use of solar technologies for agricultural and rural development in Cambodia and Myanmar,,2285334.0,nan,,,,,,,,,,,,,,,112026-3,MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,"Great job, but for any output that has ""# of villages"" as the output, please specify the average village population in the Notes column",,,,nan,,,,,,,,,,,,,,,"Great job, but for any output that has ""# of villages"" as the output, please specify the average village population in the Notes column-1",MMR,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,100551,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires",http://open.undp.org/projects/00100551,2317196.0,Other Energy Services,"Solutions scaled up for sustainable management of natural resources, including sustainable commodities and green and inclusive value chains",,,"It will have implemented strategies to increase productivity and diversify the economy, though the promotion of the use of sustainable resources and the incorporation of science and technology;  Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors",GOB,,VF,,,,Renewable Energy,,,,100551-1,ARG,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
